Musteri_Memnuniyeti,Maliyet,Oy_Sayisi,Mutfak_Turu,Rezervasyon,Online_Teslimat,Maliyet_Kategori
7.8,1500,38,"Thai, Chinese, North Indian",No,No,Pahalı
7.4,450,137,"Bakery, Fast Food",No,No,Orta
7.0,700,259,"Mughlai, North Indian, Chinese",No,Yes,Pahalı
7.2,1500,148,"Thai, Japanese",No,Yes,Pahalı
7.2,850,268,"Chinese, Thai",No,Yes,Pahalı
7.8,400,91,Continental,No,Yes,Orta
7.0,1500,104,"Asian, North Indian, Continental",Yes,Yes,Pahalı
7.0,1500,168,"North Indian, Chinese, Seafood, Chettinad",Yes,No,Pahalı
7.2,1000,305,"North Indian, Continental, Asian, Chinese, Thai",Yes,Yes,Pahalı
7.6,650,75,"North Indian, Mughlai",No,Yes,Pahalı
7.4,950,41,"North Indian, Biryani, Chinese, Fast Food",No,Yes,Pahalı
7.0,800,34,"Healthy Food, Salad",No,Yes,Pahalı
4.6,700,185,"Pizza, Fast Food",No,No,Pahalı
4.6,450,18,"North Indian, Mughlai, Chinese",No,Yes,Orta
4.8,550,137,"North Indian, South Indian, Chinese, Mughlai",No,Yes,Orta
4.0,400,84,"North Indian, Mughlai, Chinese",No,Yes,Orta
4.4,600,182,"Lucknowi, Mughlai",No,Yes,Orta
8.8,700,84,"North Indian, Mughlai",No,Yes,Pahalı
8.0,300,308,Bihari,No,Yes,Ekonomik
8.0,900,153,"North Indian, Fast Food",Yes,Yes,Pahalı
8.0,500,244,"Cafe, American, Italian",No,Yes,Orta
8.2,700,84,"Cafe, Bakery, Parsi",No,Yes,Pahalı
8.0,800,255,"Healthy Food, Salad",No,Yes,Pahalı
8.6,300,126,"Cafe, Desserts",No,Yes,Ekonomik
8.0,1000,53,"Sushi, Japanese, Healthy Food",No,Yes,Pahalı
8.2,250,135,"Cafe, Fast Food, Healthy Food",No,Yes,Ekonomik
6.4,300,10,Chinese,No,No,Ekonomik
6.6,300,47,Chinese,No,No,Ekonomik
0.0,100,1,Fast Food,No,No,Ekonomik
0.0,600,2,Bakery,No,No,Orta
0.0,300,2,"North Indian, Continental",No,No,Ekonomik
0.0,500,2,North Indian,No,No,Orta
8.4,1200,278,"North Indian, Chinese",Yes,Yes,Pahalı
6.4,300,20,North Indian,No,No,Ekonomik
5.4,350,7,"Raw Meats, North Indian, Fast Food",No,Yes,Orta
6.0,350,6,"South Indian, Chinese",No,No,Orta
6.4,400,13,"Biryani, Kerala",No,No,Orta
6.2,300,14,"South Indian, Chinese",No,No,Ekonomik
5.8,150,18,"Mithai, Street Food",No,No,Ekonomik
6.0,250,6,"Pizza, Fast Food",No,No,Ekonomik
6.2,450,7,"Bakery, Fast Food",No,No,Orta
6.2,350,10,Chinese,No,No,Orta
6.4,700,21,"North Indian, Mughlai, Chinese",No,No,Pahalı
7.0,350,25,North Indian,No,No,Orta
7.0,600,24,"North Indian, Chinese",No,Yes,Orta
0.0,300,3,"Chinese, North Indian",No,No,Ekonomik
0.0,200,3,North Indian,No,No,Ekonomik
0.0,450,2,"North Indian, Chinese",No,No,Orta
5.2,300,4,Fast Food,No,Yes,Ekonomik
6.4,450,19,"Chinese, North Indian",No,No,Orta
5.8,150,5,"Mithai, Street Food",No,No,Ekonomik
5.8,150,7,North Indian,No,No,Ekonomik
5.6,350,7,"North Indian, Mughlai, Chinese",No,Yes,Orta
5.8,300,4,North Indian,No,No,Ekonomik
5.4,150,20,"Desserts, Street Food",No,No,Ekonomik
6.2,300,13,Ice Cream,No,Yes,Ekonomik
6.4,1100,51,"North Indian, Chinese, Mughlai",Yes,Yes,Pahalı
5.4,500,14,"North Indian, Chinese",No,No,Orta
6.0,250,8,North Indian,No,No,Ekonomik
5.4,750,29,"North Indian, Mughlai",Yes,No,Pahalı
5.4,300,11,Chinese,No,Yes,Ekonomik
5.4,350,28,Chinese,No,No,Orta
5.2,150,25,"Bakery, Fast Food",No,No,Ekonomik
6.4,650,86,"North Indian, Mughlai, Chinese",No,No,Pahalı
5.8,200,6,"Fast Food, Chinese",No,No,Ekonomik
5.4,500,33,"North Indian, Chinese",No,No,Orta
6.2,200,34,Bakery,No,No,Ekonomik
6.0,100,8,"Mithai, Street Food",No,No,Ekonomik
6.2,900,77,"North Indian, Chinese, Mughlai",Yes,Yes,Pahalı
6.4,350,24,"Raw Meats, North Indian, Fast Food",No,No,Orta
5.4,250,14,North Indian,No,No,Ekonomik
5.4,500,46,"North Indian, Mughlai, Chinese",No,No,Orta
5.2,350,61,"Chinese, Fast Food",No,No,Orta
5.4,650,60,"Biryani, Hyderabadi",No,Yes,Pahalı
6.0,400,20,"North Indian, Chinese",No,Yes,Orta
6.6,300,45,Kerala,No,No,Ekonomik
5.6,300,8,Bakery,No,Yes,Ekonomik
6.6,500,21,"American, Asian, North Indian, Mexican, South Indian",No,Yes,Orta
5.8,250,5,"Street Food, Desserts",No,No,Ekonomik
6.0,100,22,"Bakery, Fast Food",No,No,Ekonomik
5.4,500,5,"North Indian, Chinese",No,Yes,Orta
5.8,250,5,"North Indian, Street Food",No,No,Ekonomik
6.0,400,4,North Indian,No,No,Orta
5.2,600,53,"North Indian, Chinese",No,Yes,Orta
5.6,400,11,"Raw Meats, Fast Food",No,No,Orta
6.6,350,58,Fast Food,No,Yes,Orta
5.6,350,15,"Bakery, Desserts, Fast Food",No,Yes,Orta
6.2,300,26,"Chinese, Fast Food",No,No,Ekonomik
6.0,200,18,"South Indian, Chinese",No,No,Ekonomik
5.6,600,49,"South Indian, Chettinad",No,No,Orta
6.2,400,7,"North Indian, Mughlai",No,No,Orta
6.2,250,7,"Bakery, Desserts",No,No,Ekonomik
6.4,600,23,"North Indian, Chinese",No,Yes,Orta
6.2,400,53,"Fast Food, Chinese",No,Yes,Orta
6.2,2000,80,"Asian, Thai, Chinese, North Indian",Yes,No,Pahalı
6.8,550,33,"Chinese, North Indian, South Indian",No,Yes,Orta
7.4,150,39,"Bakery, Desserts",No,No,Ekonomik
7.2,500,165,"Fast Food, Pizza, Burger",No,Yes,Orta
7.4,250,72,Cafe,No,No,Ekonomik
7.4,500,49,Fast Food,No,Yes,Orta
7.4,550,57,"Mexican, North Indian",No,No,Orta
7.4,300,65,"Street Food, Fast Food, Chinese, South Indian, North Indian",No,Yes,Ekonomik
0.0,150,1,North Indian,No,No,Ekonomik
0.0,200,2,North Indian,No,No,Ekonomik
0.0,300,0,"Bakery, Desserts",No,No,Ekonomik
0.0,300,0,"Bakery, Desserts",No,No,Ekonomik
0.0,250,2,Fast Food,No,No,Ekonomik
0.0,500,1,"North Indian, Mughlai",No,No,Orta
0.0,200,0,Chinese,No,No,Ekonomik
0.0,400,0,"North Indian, Chinese",No,No,Orta
0.0,150,0,"North Indian, Fast Food",No,No,Ekonomik
0.0,200,0,"Cafe, Beverages",No,No,Ekonomik
0.0,400,1,"Fast Food, Chinese",No,No,Orta
0.0,300,0,Fast Food,No,No,Ekonomik
0.0,250,1,Bakery,No,No,Ekonomik
0.0,450,3,North Indian,No,No,Orta
0.0,600,2,"North Indian, Mughlai",No,No,Orta
0.0,200,2,"North Indian, Fast Food",No,No,Ekonomik
0.0,550,0,"North Indian, Mughlai, Chinese",No,No,Orta
0.0,200,0,"North Indian, South Indian, Chinese",No,No,Ekonomik
0.0,300,0,North Indian,No,No,Ekonomik
0.0,300,3,Mexican,No,No,Ekonomik
0.0,200,0,North Indian,No,No,Ekonomik
0.0,150,0,South Indian,No,No,Ekonomik
0.0,100,0,North Indian,No,No,Ekonomik
0.0,300,0,"Bakery, Desserts",No,No,Ekonomik
0.0,200,1,South Indian,No,No,Ekonomik
0.0,150,3,Bakery,No,No,Ekonomik
0.0,300,0,"North Indian, Biryani",No,No,Ekonomik
4.8,450,49,Cafe,No,No,Orta
4.8,500,76,"North Indian, Chinese, Fast Food",No,Yes,Orta
4.8,300,36,Chinese,No,Yes,Ekonomik
6.2,100,12,"Mithai, Street Food",No,No,Ekonomik
5.6,100,14,Mithai,No,No,Ekonomik
6.6,300,48,"Bakery, Fast Food",No,Yes,Ekonomik
6.4,350,12,"North Indian, Chinese",No,No,Orta
5.8,300,4,Chinese,No,No,Ekonomik
6.0,300,7,"Chinese, Fast Food",No,No,Ekonomik
5.4,500,49,"North Indian, Fast Food",No,Yes,Orta
6.0,300,5,"Street Food, Fast Food",No,No,Ekonomik
5.0,500,25,"North Indian, Biryani",No,Yes,Orta
5.6,250,11,South Indian,No,No,Ekonomik
6.4,250,44,Fast Food,No,No,Ekonomik
5.6,250,8,"North Indian, Street Food",No,No,Ekonomik
6.2,500,22,North Indian,No,No,Orta
6.6,300,23,South Indian,No,No,Ekonomik
5.6,400,69,"North Indian, Chinese, South Indian, Fast Food",No,No,Orta
5.2,1000,94,"North Indian, Chinese",Yes,Yes,Pahalı
6.2,400,81,"North Indian, Fast Food",No,Yes,Orta
6.6,150,16,Street Food,No,No,Ekonomik
7.2,50,32,Street Food,No,No,Ekonomik
7.0,150,16,Street Food,No,No,Ekonomik
7.4,400,79,Cafe,No,Yes,Orta
7.6,200,94,Street Food,No,No,Ekonomik
7.8,500,254,Cafe,No,Yes,Orta
7.4,400,410,"Chinese, Fast Food",No,Yes,Orta
7.2,450,100,"North Indian, Chinese, Continental, Fast Food",No,Yes,Orta
0.0,300,0,Bakery,No,No,Ekonomik
0.0,350,3,"Fast Food, Raw Meats",No,No,Orta
0.0,300,0,North Indian,No,No,Ekonomik
4.4,700,119,"Italian, Pizza, Bakery",No,Yes,Pahalı
5.2,700,27,"North Indian, Chinese",No,No,Pahalı
6.2,450,5,"North Indian, Mughlai",No,No,Orta
6.0,900,25,"North Indian, Continental, Chinese",Yes,No,Pahalı
5.6,300,4,"North Indian, Chinese",No,No,Ekonomik
6.0,300,24,Kerala,No,No,Ekonomik
6.0,400,30,"Chinese, Fast Food",No,No,Orta
5.6,400,19,"North Indian, South Indian, Chinese",No,No,Orta
5.2,400,35,"American, Fast Food",No,No,Orta
6.6,450,28,North Indian,No,No,Orta
5.4,100,11,Mithai,No,No,Ekonomik
5.4,500,29,"Pizza, Fast Food",No,Yes,Orta
6.0,200,6,North Indian,No,No,Ekonomik
6.0,200,6,North Indian,No,No,Ekonomik
5.8,300,9,Chinese,No,No,Ekonomik
5.8,400,5,North Indian,No,No,Orta
5.6,250,10,North Indian,No,No,Ekonomik
5.8,500,4,North Indian,No,No,Orta
6.6,900,26,"Chinese, North Indian",Yes,No,Pahalı
6.0,150,13,Fast Food,No,No,Ekonomik
7.0,500,90,Fast Food,No,Yes,Orta
0.0,300,3,North Indian,No,No,Ekonomik
0.0,100,1,North Indian,No,No,Ekonomik
0.0,200,2,Bakery,No,No,Ekonomik
0.0,300,1,North Indian,No,No,Ekonomik
0.0,200,2,"North Indian, Chinese",No,No,Ekonomik
0.0,300,1,"Continental, Italian, Fast Food",No,No,Ekonomik
0.0,500,3,Mughlai,No,No,Orta
0.0,300,1,Biryani,No,No,Ekonomik
0.0,300,0,Pizza,No,No,Ekonomik
0.0,500,1,"Continental, North Indian, South Indian",No,No,Orta
0.0,250,2,North Indian,No,No,Ekonomik
0.0,500,0,North Indian,No,No,Orta
6.0,350,7,"Raw Meats, North Indian, Fast Food",No,No,Orta
5.8,400,4,"North Indian, South Indian",No,No,Orta
5.8,250,9,North Indian,No,No,Ekonomik
5.8,400,6,"North Indian, Chinese",No,No,Orta
0.0,500,0,Cafe,No,No,Orta
0.0,300,1,Mughlai,No,No,Ekonomik
0.0,700,0,"North Indian, Chinese, Continental",No,No,Pahalı
0.0,250,2,"Bakery, Desserts, Fast Food",No,No,Ekonomik
0.0,250,0,"North Indian, Fast Food",No,No,Ekonomik
0.0,200,0,"Chinese, Fast Food",No,No,Ekonomik
0.0,200,0,"Chinese, Fast Food",No,No,Ekonomik
0.0,500,3,North Indian,No,No,Orta
0.0,400,1,Chinese,No,No,Orta
0.0,400,3,"Ice Cream, Desserts",No,No,Orta
0.0,200,0,Fast Food,No,No,Ekonomik
0.0,250,0,South Indian,No,No,Ekonomik
0.0,300,0,"Chinese, North Indian",No,No,Ekonomik
0.0,250,1,Chinese,No,No,Ekonomik
0.0,600,1,North Indian,No,No,Orta
0.0,300,0,"Fast Food, North Indian",No,No,Ekonomik
6.8,500,91,"Fast Food, Burger",No,No,Orta
6.4,1000,151,"North Indian, Mughlai, Chinese",Yes,Yes,Pahalı
5.6,1000,83,"Italian, Pizza, Fast Food",No,No,Pahalı
5.8,700,4,"North Indian, Mughlai",No,No,Pahalı
6.0,500,4,North Indian,No,No,Orta
0.0,400,0,"Mughlai, North Indian",No,No,Orta
0.0,250,0,"Mithai, South Indian, Street Food",No,No,Ekonomik
0.0,300,1,Ice Cream,No,No,Ekonomik
0.0,400,0,"Mithai, North Indian, South Indian, Chinese, Street Food, Bakery",No,No,Orta
0.0,150,0,"North Indian, Fast Food",No,No,Ekonomik
0.0,200,0,Bakery,No,No,Ekonomik
0.0,600,0,"Bakery, Desserts",No,Yes,Orta
0.0,150,0,Chinese,No,No,Ekonomik
0.0,350,2,North Indian,No,No,Orta
0.0,350,0,"Raw Meats, North Indian, Fast Food",No,No,Orta
0.0,350,3,"Raw Meats, North Indian, Fast Food",No,No,Orta
0.0,200,0,"Mughlai, North Indian",No,No,Ekonomik
0.0,200,1,North Indian,No,No,Ekonomik
0.0,500,2,North Indian,No,No,Orta
0.0,200,0,"North Indian, Chinese",No,No,Ekonomik
0.0,350,0,Mughlai,No,No,Orta
0.0,100,0,North Indian,No,No,Ekonomik
0.0,1000,0,Japanese,Yes,No,Pahalı
0.0,200,1,"Mithai, Bakery, North Indian",No,No,Ekonomik
0.0,1200,1,"North Indian, Chinese, Italian",No,No,Pahalı
0.0,400,2,Fast Food,No,No,Orta
0.0,250,0,North Indian,No,No,Ekonomik
0.0,250,2,North Indian,No,Yes,Ekonomik
0.0,200,0,North Indian,No,No,Ekonomik
0.0,250,1,"Chinese, North Indian, South Indian",No,No,Ekonomik
0.0,250,1,North Indian,No,No,Ekonomik
0.0,200,2,"Chinese, North Indian",No,No,Ekonomik
0.0,500,0,Bakery,No,No,Orta
0.0,200,0,"North Indian, Street Food, Fast Food",No,No,Ekonomik
0.0,200,0,North Indian,No,No,Ekonomik
0.0,150,0,"Fast Food, North Indian, South Indian",No,No,Ekonomik
0.0,350,0,"Mughlai, North Indian",No,No,Orta
6.8,2000,220,"North Indian, Chinese, Italian, Finger Food",No,Yes,Pahalı
6.8,2100,570,"North Indian, European, Chinese",Yes,No,Pahalı
7.6,1100,565,"Chinese, Thai",No,Yes,Pahalı
7.0,2200,498,"North Indian, Mughlai",Yes,Yes,Pahalı
8.2,700,92,"Cafe, Beverages",No,No,Pahalı
6.4,1200,20,"North Indian, Chinese",Yes,No,Pahalı
0.0,2000,2,Finger Food,Yes,No,Pahalı
0.0,1000,0,Finger Food,Yes,No,Pahalı
0.0,2000,0,Finger Food,Yes,No,Pahalı
0.0,2000,1,Finger Food,Yes,No,Pahalı
0.0,1000,0,Cafe,No,No,Pahalı
7.6,350,727,"Chinese, Fast Food",No,Yes,Orta
6.4,250,62,Fast Food,No,No,Ekonomik
5.2,400,52,"Fast Food, Beverages",No,Yes,Orta
6.4,200,16,Mithai,No,No,Ekonomik
5.6,700,94,"Pizza, Fast Food",No,No,Pahalı
5.8,400,39,"Ice Cream, Desserts",No,Yes,Orta
6.6,800,255,"North Indian, Chinese, Fast Food",No,Yes,Pahalı
5.4,1200,47,"North Indian, Mughlai, Chinese",No,No,Pahalı
6.2,400,25,"Salad, Healthy Food, Burger, Italian, Continental, Chinese, North Indian, Beverages",No,Yes,Orta
6.2,500,16,Chinese,No,No,Orta
6.2,500,105,Chinese,No,No,Orta
6.0,700,12,"North Indian, Mughlai, Chinese",No,No,Pahalı
6.2,400,17,Beverages,No,No,Orta
6.6,200,32,"Mithai, South Indian",No,No,Ekonomik
6.8,850,101,"North Indian, Chinese",Yes,Yes,Pahalı
6.4,300,8,"Fast Food, Street Food",No,No,Ekonomik
6.8,500,68,"American, Fast Food, Salad, Healthy Food",No,Yes,Orta
5.4,450,20,Chinese,No,No,Orta
7.4,100,78,Street Food,No,No,Ekonomik
7.0,300,62,Desserts,No,No,Ekonomik
7.4,300,142,"North Indian, Fast Food, Street Food",No,No,Ekonomik
7.0,300,41,Bakery,No,No,Ekonomik
7.2,500,122,"Fast Food, Burger",No,Yes,Orta
7.0,300,20,Pizza,No,No,Ekonomik
7.4,300,128,"Bakery, Fast Food",No,No,Ekonomik
8.2,1600,155,"North Indian, Chinese, Continental, Italian",Yes,Yes,Pahalı
6.6,600,28,"North Indian, Mughlai",No,Yes,Orta
6.4,200,15,Bakery,No,No,Ekonomik
6.4,400,21,North Indian,No,No,Orta
5.4,400,9,Chinese,No,No,Orta
5.6,150,13,"Raw Meats, Fast Food, North Indian",No,No,Ekonomik
6.6,800,97,Chinese,Yes,No,Pahalı
7.0,350,38,"Raw Meats, North Indian, Fast Food",No,No,Orta
7.6,250,234,Street Food,No,No,Ekonomik
0.0,300,3,Bakery,No,No,Ekonomik
8.6,1200,113,"North Indian, Chinese, Continental, Italian",Yes,No,Pahalı
6.8,400,33,North Indian,No,No,Orta
6.2,650,18,Cafe,No,No,Pahalı
6.2,300,6,Ice Cream,No,No,Ekonomik
5.4,500,31,"Street Food, South Indian, Chinese",No,No,Orta
6.6,500,19,"Burger, Fast Food",No,Yes,Orta
6.4,300,13,"Chinese, Fast Food",No,No,Ekonomik
5.8,800,48,Pizza,No,No,Pahalı
6.2,300,25,Desserts,No,No,Ekonomik
6.4,400,13,South Indian,No,No,Orta
6.6,700,79,"North Indian, Mughlai",No,No,Pahalı
6.4,600,32,"North Indian, Mughlai",No,No,Orta
6.6,400,11,Beverages,No,No,Orta
5.2,500,87,"American, Fast Food",No,Yes,Orta
6.6,350,28,"North Indian, Street Food",No,No,Orta
5.2,500,69,"American, Fast Food, Salad, Healthy Food",No,Yes,Orta
6.4,350,41,"Tibetan, Chinese",No,No,Orta
7.0,1100,120,"Chinese, Thai",No,Yes,Pahalı
7.0,600,107,"Burger, Desserts, Fast Food",No,No,Orta
7.0,400,33,"Ice Cream, Desserts",No,No,Orta
7.6,1200,371,"Finger Food, North Indian",Yes,No,Pahalı
4.8,1000,96,"North Indian, Italian, Chinese",Yes,Yes,Pahalı
8.2,400,60,"Cafe, Tea",No,No,Orta
8.2,800,137,"Chinese, North Indian, Fast Food, Italian",No,Yes,Pahalı
5.2,700,34,"Mughlai, North Indian, Chinese",No,Yes,Pahalı
5.8,250,22,"Chinese, Fast Food",No,No,Ekonomik
6.6,750,27,North Indian,Yes,Yes,Pahalı
7.2,600,62,"North Indian, Mughlai",No,No,Orta
7.0,350,57,"Bakery, Desserts, Fast Food",No,Yes,Orta
6.2,300,15,North Indian,No,No,Ekonomik
6.2,700,17,"North Indian, Fast Food",No,No,Pahalı
6.4,400,10,Bakery,No,No,Orta
6.2,300,21,"Fast Food, Burger",No,No,Ekonomik
5.0,500,20,"Chinese, North Indian",No,No,Orta
6.2,150,7,Street Food,No,No,Ekonomik
6.0,500,5,"North Indian, Mughlai",No,No,Orta
6.4,150,7,Ice Cream,No,No,Ekonomik
6.8,700,57,"North Indian, Mughlai",No,No,Pahalı
6.4,300,31,"Bakery, Fast Food",No,No,Ekonomik
6.0,600,6,North Indian,No,No,Orta
5.8,550,8,"North Indian, Mughlai, Fast Food",No,No,Orta
6.0,500,4,Mughlai,No,No,Orta
6.0,900,8,"North Indian, Chinese, Fast Food",Yes,No,Pahalı
6.2,500,9,"Chinese, North Indian",No,No,Orta
5.8,200,5,"Bakery, Desserts",No,No,Ekonomik
6.8,400,25,"North Indian, Fast Food",No,Yes,Orta
7.6,100,85,Street Food,No,Yes,Ekonomik
7.0,500,53,"North Indian, Chinese",No,No,Orta
7.4,200,39,Fast Food,No,Yes,Ekonomik
7.4,150,39,Ice Cream,No,No,Ekonomik
7.2,700,99,"Seafood, North Indian",No,No,Pahalı
7.2,400,20,South Indian,No,No,Orta
0.0,200,0,Fast Food,No,No,Ekonomik
0.0,500,0,North Indian,No,No,Orta
0.0,250,0,Street Food,No,No,Ekonomik
0.0,350,0,"Fast Food, Chinese",No,No,Orta
0.0,200,2,North Indian,No,No,Ekonomik
0.0,400,0,"Ice Cream, Desserts",No,No,Orta
0.0,300,0,"Chinese, Fast Food",No,No,Ekonomik
0.0,250,0,"Burger, Pizza, Fast Food",No,No,Ekonomik
0.0,250,0,"Chinese, Fast Food",No,No,Ekonomik
0.0,500,1,"North Indian, Chinese",No,No,Orta
0.0,400,0,North Indian,No,No,Orta
0.0,600,3,"North Indian, Chinese",No,No,Orta
0.0,100,0,Street Food,No,No,Ekonomik
0.0,500,0,North Indian,No,No,Orta
0.0,700,1,"Asian, North Indian, Mughlai",Yes,No,Pahalı
0.0,100,0,Mithai,No,No,Ekonomik
0.0,200,0,Fast Food,No,No,Ekonomik
5.8,200,4,Fast Food,No,No,Ekonomik
6.0,100,5,Mithai,No,No,Ekonomik
5.8,200,5,Bakery,No,No,Ekonomik
6.0,300,4,Fast Food,No,No,Ekonomik
6.2,300,8,"North Indian, Chinese",No,No,Ekonomik
6.2,300,9,"Ice Cream, Desserts",No,No,Ekonomik
6.2,350,14,"Raw Meats, North Indian, Fast Food",No,No,Orta
6.0,200,6,Lebanese,No,No,Ekonomik
6.0,350,4,Mughlai,No,No,Orta
6.0,400,4,"North Indian, South Indian, Chinese",No,No,Orta
5.4,450,11,"South Indian, Chinese",No,No,Orta
6.2,100,12,Street Food,No,No,Ekonomik
5.6,200,11,"South Indian, Chinese, Fast Food, Mithai",No,No,Ekonomik
6.2,250,7,Fast Food,No,No,Ekonomik
6.2,200,10,Fast Food,No,No,Ekonomik
6.2,150,6,Beverages,No,No,Ekonomik
6.0,400,4,"North Indian, Chinese",No,No,Orta
6.2,500,8,"North Indian, Chinese",No,No,Orta
6.0,100,14,North Indian,No,No,Ekonomik
6.0,200,11,North Indian,No,No,Ekonomik
6.2,700,5,"Chinese, North Indian",No,Yes,Pahalı
5.2,250,6,Chinese,No,Yes,Ekonomik
5.8,400,11,"Chinese, Tibetan",No,No,Orta
7.0,400,14,"North Indian, Mughlai",No,No,Orta
0.0,100,0,North Indian,No,No,Ekonomik
0.0,100,0,North Indian,No,No,Ekonomik
0.0,100,0,"Mithai, Street Food",No,No,Ekonomik
0.0,300,0,"North Indian, Chinese, South Indian",No,No,Ekonomik
0.0,400,1,"North Indian, Mughlai",No,No,Orta
0.0,200,3,North Indian,No,No,Ekonomik
0.0,50,0,Street Food,No,No,Ekonomik
0.0,300,1,Bakery,No,No,Ekonomik
0.0,400,0,North Indian,No,No,Orta
0.0,300,0,North Indian,No,No,Ekonomik
0.0,200,0,North Indian,No,No,Ekonomik
0.0,700,1,"North Indian, Mughlai, Chinese",No,No,Pahalı
0.0,100,0,North Indian,No,No,Ekonomik
0.0,100,0,North Indian,No,No,Ekonomik
0.0,200,0,North Indian,No,No,Ekonomik
0.0,300,0,Fast Food,No,No,Ekonomik
0.0,100,0,North Indian,No,No,Ekonomik
0.0,200,1,Chinese,No,No,Ekonomik
0.0,250,1,Mughlai,No,No,Ekonomik
0.0,200,0,North Indian,No,No,Ekonomik
0.0,150,0,North Indian,No,No,Ekonomik
0.0,300,1,Chinese,No,No,Ekonomik
0.0,250,2,Chinese,No,No,Ekonomik
0.0,150,1,"North Eastern, North Indian, Chinese",No,No,Ekonomik
0.0,100,1,North Indian,No,No,Ekonomik
0.0,200,0,"South Indian, Chinese",No,No,Ekonomik
0.0,300,0,North Indian,No,No,Ekonomik
0.0,100,0,North Indian,No,No,Ekonomik
0.0,500,0,North Indian,No,No,Orta
0.0,350,0,"Italian, Fast Food",No,No,Orta
0.0,300,0,"North Indian, Chinese",No,No,Ekonomik
0.0,300,0,North Indian,No,No,Ekonomik
0.0,150,2,North Indian,No,No,Ekonomik
0.0,100,1,North Indian,No,No,Ekonomik
0.0,200,0,North Indian,No,No,Ekonomik
0.0,100,3,Fast Food,No,No,Ekonomik
0.0,500,3,North Indian,No,No,Orta
0.0,50,0,"Street Food, North Indian",No,No,Ekonomik
0.0,100,0,Juices,No,No,Ekonomik
0.0,50,0,Fast Food,No,No,Ekonomik
0.0,200,0,North Indian,No,No,Ekonomik
0.0,100,0,North Indian,No,No,Ekonomik
0.0,150,0,"Beverages, Fast Food",No,No,Ekonomik
0.0,200,1,Fast Food,No,No,Ekonomik
5.6,250,22,Biryani,No,No,Ekonomik
6.4,350,11,North Indian,No,No,Orta
5.8,250,8,"Fast Food, Street Food, Chinese",No,No,Ekonomik
5.8,350,10,"Raw Meats, North Indian, Fast Food",No,No,Orta
6.6,400,86,"Chinese, Fast Food",No,No,Orta
6.0,1000,6,"North Eastern, North Indian",Yes,No,Pahalı
6.4,500,12,"Chinese, North Indian",No,No,Orta
6.8,600,135,"North Indian, Mughlai, Chinese",No,Yes,Orta
6.6,200,16,"Mithai, Street Food",No,No,Ekonomik
5.8,500,4,Cafe,No,No,Orta
5.8,350,10,"Fast Food, Pizza",No,No,Orta
5.6,200,7,Fast Food,No,No,Ekonomik
5.6,700,17,"North Indian, Mughlai",No,No,Pahalı
5.4,250,16,Chinese,No,No,Ekonomik
5.6,250,12,"South Indian, North Indian, Fast Food",No,No,Ekonomik
6.8,500,78,"American, Fast Food, Salad, Healthy Food",No,Yes,Orta
5.8,400,20,Chinese,No,No,Orta
5.4,650,66,"North Indian, Chinese",No,No,Pahalı
7.0,400,27,"Chinese, Thai",No,No,Orta
7.0,400,21,"Chinese, North Indian",No,Yes,Orta
7.4,550,21,"Bakery, Desserts",No,Yes,Orta
0.0,100,1,"Mithai, Street Food",No,No,Ekonomik
0.0,150,2,"Mithai, Street Food",No,No,Ekonomik
0.0,100,0,"Awadhi, Mughlai",No,No,Ekonomik
0.0,400,0,"Chinese, North Indian",No,No,Orta
0.0,400,3,"Continental, Chinese, North Indian",No,No,Orta
0.0,300,0,Chinese,No,No,Ekonomik
0.0,300,3,Bakery,No,No,Ekonomik
0.0,300,0,"North Indian, Chinese",No,No,Ekonomik
0.0,100,0,Fast Food,No,No,Ekonomik
0.0,100,0,North Indian,No,No,Ekonomik
0.0,200,1,Street Food,No,No,Ekonomik
0.0,300,1,Chinese,No,No,Ekonomik
0.0,200,0,North Indian,No,No,Ekonomik
0.0,200,2,"Bakery, Desserts",No,No,Ekonomik
0.0,100,0,Bakery,No,No,Ekonomik
0.0,300,0,Mughlai,No,No,Ekonomik
0.0,400,0,South Indian,No,No,Orta
0.0,100,1,Bakery,No,No,Ekonomik
0.0,250,0,"Chinese, Continental, North Indian",No,No,Ekonomik
0.0,500,0,Chinese,No,No,Orta
0.0,300,2,Tibetan,No,No,Ekonomik
4.6,500,32,"North Indian, Chinese",No,Yes,Orta
5.8,150,4,North Indian,No,No,Ekonomik
0.0,250,0,North Indian,No,No,Ekonomik
0.0,100,1,Mithai,No,No,Ekonomik
0.0,200,1,Mithai,No,No,Ekonomik
0.0,400,0,"Tibetan, Chinese",No,No,Orta
0.0,200,0,"North Indian, Fast Food",No,No,Ekonomik
0.0,300,0,"Mughlai, North Indian",No,No,Ekonomik
0.0,100,0,Mithai,No,No,Ekonomik
0.0,200,0,"Bakery, Chinese",No,No,Ekonomik
0.0,200,0,"Mithai, South Indian, Street Food",No,No,Ekonomik
0.0,150,1,"Desserts, Fast Food",No,No,Ekonomik
0.0,500,1,Chinese,No,No,Orta
0.0,250,2,Bakery,No,No,Ekonomik
0.0,350,0,"Fast Food, Mughlai",No,No,Orta
0.0,400,3,"North Indian, Chinese",No,No,Orta
0.0,250,0,"Chinese, Fast Food",No,No,Ekonomik
0.0,300,0,Chinese,No,No,Ekonomik
0.0,300,2,"Chinese, Fast Food",No,No,Ekonomik
